size(sqft),parking_lot,rooms,price(ksh),year_built
1078.705553,3,3,100000,2023
1199.563795,4,3,156900,2023
1575,3,3,112500,2024
1020.049244,4,3,500001,2024
1904.761905,3,4,324700,2023
1125.304136,4,5,148100,2024
462.7862595,5,5,55300,2022
1301.78421,4,5,110900,2021
1199.887069,5,3,225000,2021
1606.217617,4,4,374100,2022
556.0851605,5,3,102700,2021
1501.812532,3,4,241300,2024
1073.913043,2,3,113500,2014
1290.322581,3,2,382200,2014
1377.593361,2,2,322500,2013
873.6608792,3,3,185600,2019
473.8302934,2,4,139700,2019
1265.130808,4,4,55000,2010
1431.560401,5,3,156300,2024
1721.170396,4,4,120400,2022
658.0016247,5,3,206600,2021
2155.94682,4,4,363600,2021
457.612203,5,4,218100,2022
1406.110188,4,5,49100,2021
1351.849576,3,4,75000,2024
1330.555556,4,3,95500,2014
750.122971,3,3,240700,2014
1215.066829,4,3,140500,2013
870.385906,2,4,158700,2019
1800.110436,4,4,223700,2019
1380.195795,2,3,134800,2010
850.0772798,3,3,350000,2023
562.2913372,3,4,181800,2023
1420.185571,5,4,191500,2022
1798.410707,3,4,309300,2023
890.0316456,5,4,129600,2023
1199.982546,3,4,82000,2024
1200.274348,4,4,200500,2024
1250,5,4,225600,2023
924.9471459,3,4,84700,2024
1000,4,3,162500,2022
1263.94052,5,2,137500,2021
1170.094839,3,2,102100,2021
650.0847937,4,3,228500,2022
1160.092807,5,4,71300,2021
520.1560468,4,5,162500,2024
1040.582726,3,2,276800,2014
1320.233344,4,3,214000,2014
884.8080134,5,1,63200,2013
1381.079215,4,1,321200,2019
1401.206101,3,5,330100,2019
609.6551724,6,6,86900,2010
1075.032909,7,5,181900,2015
1680.244399,5,3,500001,2014
970.3085581,6,6,182900,2014
1555.299539,4,4,414700,2015
1129.943503,6,5,131100,2015
860.0158772,7,3,93800,2018
2600.472813,8,5,249400,2010
830,7,5,57700,2019
1200.111638,9,5,288100,2010
953.1590414,7,5,127200,2011
952.3809524,7,5,140700,2015
1944.742489,7,4,170100,2015
1150,8,3,177600,2021
849.0165558,7,5,231300,2014
1773.049645,8,1,108000,2018
1300.052002,6,5,161100,2019
1500,5,3,161300,2010
459.9725974,7,2,117200,2010
1218.701529,5,5,357900,2010
567.2131148,8,4,51600,2010
513.3333333,5,5,192200,2023
550.0550055,9,4,225600,2023
1840.225157,5,5,116400,2024
1721.875,7,4,95300,2023
772.0631904,5,5,175000,2022
824.0317627,8,5,173400,2024
1388.235294,6,5,119400,2010
1250,7,4,169000,2009
1125.080593,5,3,223800,2010
1804.966096,3,4,132800,2024
1050.052503,2,3,103300,2024
845.5944529,2,3,270600,2023
700,3,3,150800,2022
908.832718,2,4,92000,2023
1391.035549,3,1,77400,2023
972.2222222,4,3,170400,2022
777.1428571,4,1,244200,2023
1193.00106,4,1,190500,2023
990.0990099,3,4,157600,2024
397.6514545,4,2,141400,2024
899.8691099,3,4,212200,2023
639.9317406,5,3,212000,2024
680.9669731,2,3,132000,2022
555.5555556,1,3,115900,2021
1173.062998,1,4,184500,2021
1087.150241,3,3,260000,2022
750.085237,4,4,500001,2021
1000,3,3,239500,2024
1593.272848,4,4,364900,2014
950.0542888,3,3,179500,2014
951.1077158,2,5,152200,2013
1500,2,4,221900,2019
1885.197562,2,5,184600,2019
1240.096452,2,4,166100,2010
1415.428167,3,5,172500,2010
1240.221332,4,4,120000,2023
812.9346942,4,1,319700,2023
1647.898929,5,2,113000,2022
1200.05275,5,6,239900,2023
1434.901878,5,4,500001,2023
1215.168657,5,5,342900,2024
960.0180709,4,4,166700,2024
2295.492487,3,5,500001,2023
1000,3,3,157400,2024
1764.446405,3,5,84500,2022
1242.043161,3,5,111800,2021
800,4,4,228200,2021
850.1594049,5,4,237400,2022
450.0281268,4,3,45800,2021
678.119349,3,5,49800,2024
1844.28929,4,5,274200,2014
1015.123265,5,4,192700,2014
932.8358209,4,5,273600,2013
1654.575538,4,4,59600,2019
470.388649,3,5,282300,2019
1910.04313,2,rooms,201300,2010
1179.673321,2,3,337500,2015
1025.056948,4,4,127800,2014
2200.220022,4,5,231200,2014
599.1611744,5,4,271200,2015
1100.060277,4,6,165000,2015
1256.862179,4,5,109800,2018
1355.199135,4,6,151400,2010
1033.295063,3,7,165200,2019
1304.052997,3,6,185500,2010
1400.124456,2,7,172200,2011
800,3,5,331200,2015
2169.854166,2,6,94300,2015
569.1056911,4,4,137200,2021
620.0455223,5,5,109100,2014
730.1808067,5,4,136400,2018
1075.268817,4,6,148800,2019
1184.090909,5,5,98300,2010
1100,3,6,37500,2010
1640.28777,3,7,76900,2010
715.0518413,2,8,193300,2010
564.2633229,3,7,71300,2023
1500.375094,4,6,277800,2023
750.1875469,4,7,164400,2024
515.6445557,3,8,83500,2023
1037.79296,4,9,263500,2022
574.0393627,2,8,68600,2024
1179.813594,2,7,179800,2010
83212.07712,1,5,238000,2009
1147.028154,1,4,93800,2010
1353.236607,2,5,387000,2024
1688.235294,1,6,261400,2024
1900.538486,3,7,140500,2023
3486.055777,1,5,197200,2022
819.1747573,1,7,242400,2023
600,3,2,105800,2023
1199.878493,3,4,291700,2022
1079.830312,4,5,350000,2023
1650.165017,3,6,56700,2023
1150.054765,2,4,500001,2024
1042.558737,2,5,97700,2024
2632.040709,3,3,63600,2023
2040.370977,4,5,337400,2024
796.5686275,4,5,389200,2022
1080.050826,2,4,71300,2021
966.8508287,4,3,243500,2021
1600,2,4,81300,2022
820.0168209,4,5,276300,2021
1133.093525,2,3,377300,2024
1109.960041,4,5,92400,2014
620.048226,3,3,310000,2014
345.276221,3,6,160400,2013
1850.15989,4,5,111800,2019
1390.268123,4,7,71800,2019
1090.074584,4,5,133000,2010
1549.358123,4,3,95600,2014
993.1122858,2,5,73000,2013
665.1147323,4,3,286900,2019
1265.141319,2,5,457700,2019
925.1003121,1,3,135800,2010
1467.13615,3,2,67800,2010
1178.20324,4,4,162500,2023
580.6288032,3,3,325000,2023
416.6666667,2,4,118800,2022
650,4,2,85000,2023
1614.639397,3,4,98400,2023
418.9373297,4,4,164100,2024
1232.006225,2,5,500001,2024
711.4854073,4,6,162500,2023
1300.014445,3,4,166300,2024
600,3,3,472000,2022
1225.023139,2,5,195000,2021
2400,2,7,124000,2021
1215.132693,4,4,238600,2022
1200.171453,1,7,195600,2021
1017.604559,2,5,87500,2024
893.4869504,2,8,417600,2014
1079.754601,2,9,405100,2014
1200,3,6,178600,2013
2200.488998,4,4,100500,2019
5800.464037,2,6,171900,2019
2100.375857,1,7,175000,2010
550.1222494,3,5,450000,2015
1635.244325,4,6,43300,2014
537.0462456,3,7,158800,2014
650.0742942,2,8,500001,2015
708.7378641,3,6,72100,2015
1724,4,4,185200,2018
1165.02779,3,6,148900,2010
1537.9686,2,1,173900,2019
1296.17628,3,2,121200,2010
1100.173712,2,3,200000,2011
1250,4,3,161400,2015
810.3727715,3,2,270800,2015
853.2423208,4,3,348200,2021
685.1155293,2,4,262700,2014
976.1023225,1,3,326100,2018
1200,2,7,222100,2019
584.9665841,3,8,159800,2010
2190.026954,4,9,145300,2010
2124.372345,3,6,312200,2010
1295.824102,2,7,353800,2010
2200,3,5,55000,2023
525.0596659,4,7,120400,2023
1510.45701,3,4,146800,2024
1344.87686,2,5,74700,2023
500,3,3,328800,2022
1125.082727,4,4,186000,2024
450.1385042,3,2,351100,2010
1377.410468,2,6,295200,2009
929.4832073,4,7,162500,2010
727.9344859,3,6,238000,2024
810.0147275,2,7,171500,2024
1408.15719,3,5,121400,2023
1925.320887,2,4,190500,2022
1050.295858,2,6,183300,2023
8796.296296,3,4,241900,2023
2286.374134,3,3,248700,2022
1993.024415,4,2,123800,2023
674.9401263,3,4,76200,2023
1392.145369,2,3,500001,2024
1000,2,5,210300,2024
820.1202843,1,3,154400,2023
2645.082791,2,6,383000,2024
1492.537313,1,3,120500,2022
873.1082654,2,6,124900,2021
3087.563295,1,1,111500,2021
1200.063161,2,2,230300,2022
584.1803949,1,3,144000,2021
1150.012778,2,2,391300,2024
1780.014731,3,4,319000,2014
3086.980207,3,3,247800,2014
850.0772798,4,5,61500,2013
1220.232238,3,4,244900,2019
785.4545455,4,6,166100,2019
769.2307692,3,5,216700,2010
600,4,3,211500,2023
979.9118079,2,4,425000,2023
818.4851728,3,2,93400,2024
1146.025878,4,3,95700,2024
1502.057613,2,5,194100,2023
697.0849176,4,4,238000,2024
2247.611912,1,5,134900,2022
1305.109024,3,3,52500,2021
1860.672819,2,5,214500,2021
1000,4,6,286700,2022
1000,2,7,457200,2021
650.0742942,1,5,251400,2024
493.3899906,2,7,130500,2014
820.035461,1,5,301900,2014
670.0167504,3,7,50500,2013
1357.019492,1,5,157700,2019
523.5236633,4,7,111700,2019
1267.123288,3,5,302400,2010
1295.097132,4,3,226200,2015
1131.901132,2,5,66400,2014
495.378544,3,7,73300,2014
580.904098,2,6,342200,2015
900.0423549,4,7,117500,2015
2000,2,8,184400,2018
1230.046948,7,6,170600,2010
1250,3,7,226400,2019
1128.09856,2,8,378600,2010
749.2641156,1,4,65000,2011
2000,2,5,135400,2015
1155.455423,6,3,197400,2015
1730.103806,5,5,416300,2021
833.6602589,4,4,122900,2014
2103.049422,3,5,148200,2018
831.1564949,2,6,277200,2019
1552.238806,1,4,261200,2010
1041.028781,3,6,328600,2010
1174.611535,4,4,198700,2010
1430.103683,5,3,500001,2010
1253.031528,3,5,277600,2023
3500,4,6,89000,2023
418.0213655,6,4,243800,2024
1316.261816,5,6,133600,2023
784.893116,3,4,228600,2022
673.0065838,2,3,500001,2024
1232.126559,3,5,337100,2010
1200.120012,4,6,91600,2009
1160,3,4,172100,2010
1650.20477,2,3,137500,2024
847.0225873,2,2,231800,2024
1200.087279,1,2,59200,2023
505.0505051,2,4,239100,2022
1050.241272,3,2,252400,2023
830.1158301,4,4,87600,2023
2399.232246,5,2,75000,2022
1000,6,2,225000,2023
2500,5,3,255200,2023
1039.222259,6,4,269400,2024
1140.030114,4,5,133000,2024
650.0171057,4,4,495800,2023
1600,3,5,151500,2024
1424.409194,4,3,383200,2022
965.0495566,3,6,463500,2021
1190.06554,4,3,114300,2021
1538.602604,3,6,92500,2022
388.0392604,4,3,129300,2021
825.0825083,3,5,82100,2024
1076.015272,3,3,131300,2014
1000,3,4,184900,2014
1341.021859,3,5,157700,2013
2575.87754,2,3,150000,2019
650.0171057,2,5,297200,2019
650.0072223,3,3,217500,2010
1000,2,5,381900,2024
1419.920651,3,3,477100,2023
1035.083896,2,4,143800,2024
1448.06338,3,3,99600,2022
147428.5714,1,4,190600,2021
1607.951686,2,4,137500,2021
915.0746508,2,3,103100,2022
1102.414287,3,3,211800,2021
1338.376491,3,2,231800,2024
1113.043478,3,5,90600,2014
1356.6987,4,5,284100,2014
1160.140874,3,3,135700,2013
1660.280971,4,5,169800,2019
1465.076661,2,2,191700,2019
895.166103,2,4,339800,2010
1219.89365,4,3,158800,2023
495.1261024,2,4,310000,2023
2718.868951,4,2,157500,2024
1025.056948,2,1,134400,2024
258.2138319,2,2,62700,2023
1503.358356,1,1,150000,2024
2080.443828,1,2,160200,2022
630.0114548,2,3,500001,2021
720.0496586,3,1,359900,2021
950.0351865,4,2,492300,2022
1669.216859,5,1,181300,2021
820.4791598,6,1,151600,2024
847.7719493,4,4,388500,2014
800,5,2,238200,2014
1920.438957,34,4,163300,2013
2298.850575,3,1,154700,2019
1365.187713,2,3,239300,2019
1160.862355,2,"Furnished 3bdrm Apartment in Hatheru Road, Lavington for Rent",299400,2010
194.5945946,3,3,161400,2015
900,2,4,99300,2014
1849.635513,5,5,91900,2014
1150.251618,3,6,380300,2015
1437.28223,4,7,101900,2015
3850.641774,5,3,173800,2018
1333.333333,3,6,290700,2010
925.4498715,3,8,109100,2019
750,2,7,242700,2010
1000,2,8,500001,2011
1115.030151,1,6,180300,2015
1320.211234,3,7,168800,2015
1255.119567,4,5,293800,2021
1090.750436,3,7,350000,2014
494.4152431,4,4,210200,2018
1400,3,5,138900,2019
625,5,3,126000,2010
1018.079691,3,3,145900,2010
1058.691193,4,11,214000,2010
1100,3,9,83300,2010
1370.071548,2,6,225900,2023
1508.523156,3,7,190300,2023
1059.322034,4,8,213900,2024
1464.128843,3,6,217300,2023
1778.629087,4,7,319800,2022
1641.038109,3,2,139700,2024
949.9024073,5,3,279300,2010
925.1101322,4,1,225400,2009
1023.973015,5,2,107500,2010
900.0225006,3,7,210700,2024
1232.264845,4,4,74300,2024
1100.052383,2,6,331000,2023
5500.045834,4,4,211700,2022
699.720112,2,6,106100,2023
1000,3,4,252000,2023
11263.15789,4,6,319400,2022
965.0180941,3,7,234300,2023
1256.2025,4,5,92300,2023
1190.059503,5,3,109600,2024
1200.087279,4,6,235600,2024
950.0206526,3,4,106700,2023
1000,4,6,173300,2024
1224.007561,5,5,109100,2022
1620.145631,6,7,83100,2021
2184.83723,4,7,266900,2021
2107.873528,4,6,185100,2022
8500.148753,5,5,69000,2021
2200.220022,3,1,188400,2024
430.0335426,4,1,182300,2014
1139.240506,3,5,227600,2014
1239.362142,4,8,93900,2013
1450,3,4,66900,2019
2400,2,6,221000,2019
652.6806527,3,4,63800,2010
1310.043668,2,6,233300,2019
749.8986623,3,4,132700,2010
1412.57189,1,3,68600,2010
600.1091107,1,5,275000,2010
1466.27566,2,7,171300,2010
1332.55814,1,4,118200,2023
1251.390434,2,5,430900,2023
560.1659751,1,4,266200,2024
1050.030883,3,5,255400,2023
611.5057152,2,4,500001,2022
1100,3,5,94400,2024
517.9345684,2,2,231800,2010
1865.030675,3,3,245800,2009
2666.666667,1,4,298900,2010
1785.434612,3,3,500001,2024
1693.070504,4,4,170800,2024
2800.466744,3,3,261100,2023
993.9959973,4,6,396400,2022
800,2,4,189800,2023
554.5981513,3,5,268500,2023
2528.199144,4,3,108900,2022
1549.833095,3,5,500001,2023
470.0162075,4,5,226200,2023
1464.002756,4,3,369400,2024
616.089613,3,4,257900,2024
15901.06007,4,3,190000,2023
1622.324465,3,4,339100,2024
1520.462896,4,5,219000,2022
987.2611465,2,4,215000,2021
1243.91563,2,5,72500,2021
1000,3,4,108300,2022
2137.513359,2,5,271800,2021
1450.163399,3,5,225000,2024
778.0703854,2,4,500001,2014
1300.202254,3,5,185800,2014
1120.041483,2,5,230700,2013
630.0452845,1,5,204000,2019
1212.250106,1,3,75000,2019
1077.816492,2,5,400000,2010
1784.753363,3,5,113900,2024
1110.574602,3,4,81300,2023
1000,2,5,240700,2024
2242.794426,3,6,50300,2022
1748.948417,2,4,213700,2021
1100.187266,3,6,264500,2021
1050.105011,2,4,208200,2022
1450.577664,4,6,150000,2021
1080.175303,3,4,118800,2024
1456.071076,2,6,500001,2014
482.2198276,2,4,102500,2014
1010.10101,3,5,91300,2013
1343.265356,4,3,397800,2019
1421.075645,2,3,143100,2019
649.5160469,2,5,218400,2010
813.0081301,3,3,279600,2023
1000,4,2,110000,2023
700.152207,5,3,84200,2024
1373.333333,3,5,122700,2024
892.998679,5,5,132500,2023
2056.766763,4,3,494700,2024
2616.170425,3,3,96200,2022
1049.250535,4,3,215000,2021
658.9895494,3,3,202800,2021
2345.251826,4,4,372000,2022
965.7576379,3,4,273400,2021
950.1187648,2,5,269700,2024
1275.148767,2,4,137500,2014
1150.251618,3,3,185700,2014
650.0072223,2,3,256700,2013
1453.175457,4,2,162000,2019
1530.131827,4,2,290500,2019
1039.992436,5,2,274500,2010
985.2911545,3,3,213200,2015
1326.194803,2,4,111900,2014
2500,3,4,215400,2014
1821.238442,4,4,500001,2015
590.9213,5,4,167800,2015
1091.061687,4,3,215300,2018
1000,5,4,137600,2010
1598.622725,5,5,469400,2019
606.0606061,6,5,196800,2010
1818.708929,4,5,172400,2011
1475.237092,3,4,153500,2015
680.056935,2,5,205500,2015
920.6798867,4,4,177700,2021
1350.007105,5,3,226900,2014
1210.067764,4,3,105900,2018
1941.457587,5,3,242200,2019
1730.103806,3,3,259300,2010
1600,4,4,141100,2010
711.1597374,2,5,187500,2010
1957.202505,3,5,221700,2010
870.1472557,4,5,500001,2023
800,2,3,195500,2023
493.5612689,2,4,101200,2024
1650.165017,3,3,90300,2023
1150.180743,4,4,152100,2022
1235.203294,3,3,144800,2024
1475.461082,2,2,192100,2010
1300.052002,3,2,78600,2009
1459.427904,4,3,66000,2010
1100.110011,3,4,153500,2024
535.0772889,4,4,161600,2024
1409.940078,2,3,166300,2023
1780.063291,4,4,230600,2022
1560.107198,2,3,155700,2023
450.0703235,1,4,171400,2023
1375.404531,3,4,146400,2022
1050.105011,4,5,275900,2023
1911.764706,2,4,212500,2023
1150.337168,2,3,279300,2024
1296.701516,3,3,243300,2024
1500.288517,2,3,286500,2023
1237.38196,3,4,162500,2024
1494.232263,2,4,109400,2022
1835.220617,3,3,433800,2021
950.1965924,1,3,131300,2021
1615.074024,3,4,287900,2022
1098.885597,2,4,417600,2021
1020.408163,2,4,64400,2024
1063.122924,3,4,156000,2014
1138.888889,3,4,158100,2014
1554.11449,2,4,62900,2013
650,3,4,226900,2019
297.029703,4,4,208800,2019
1475.237092,3,3,300000,2010
789.0287432,4,2,142000,2019
1100.110011,3,2,140100,2010
1550.387597,4,3,278100,2010
871.875,5,4,234400,2010
776.5314927,4,5,147200,2010
716.1271842,5,2,162500,2023
1259.090909,4,3,61000,2023
620.051512,5,1,142600,2024
2120.062486,3,1,204400,2023
1878.069922,2,5,235000,2022
1989.38992,3,6,95100,2024
1000,2,5,81600,2010
1130.085384,3,3,131300,2009
650,2,6,162500,2010
11932.51954,4,4,114800,2024
1260.003405,5,5,500001,2024
1310.272537,4,3,162500,2023
1172.065766,5,5,192200,2022
850.1709667,4,5,97800,2023
1747.360757,5,5,162500,2023
775.0602825,4,5,137500,2022
616.815335,3,5,58200,2023
654.7359232,4,4,95800,2023
1109.783165,3,3,200000,2024
585.0727388,4,5,94000,2024
1700.352903,2,1,360000,2023
700,4,5,134600,2024
1627.441162,2,3,258300,2022
1510.211086,3,2,302400,2021
1799.485861,3,5,69700,2021
1810.10367,5,4,191100,2022
1340.146548,3,5,222300,2021
832.2087269,5,4,252700,2024
1862.252439,3,5,237500,2014
1288.088643,4,4,262000,2014
67574.38225,5,5,204500,2013
859.8993289,3,5,158800,2019
1602.136182,4,5,154400,2019
811.4285714,5,4,191400,2010
500,3,3,500001,2024
800,4,4,96100,2023
1479.869423,5,3,500001,2024
1390.201442,4,3,57900,2022
1394.230769,3,3,102300,2021
1220.063263,4,4,435700,2021
3398.172018,5,1,305000,2022
1081.481481,4,3,192200,2021
1200.092315,3,1,156500,2024
848.590526,6,1,267500,2014
1500.068185,7,4,322900,2014
270.0049092,5,2,213800,2013
1220.159151,6,4,132700,2019
1300.294406,4,3,155400,2019
1147.272727,6,3,262400,2010
669.9846861,7,3,230800,2023
860.0424288,8,4,161800,2023
1100.352113,7,3,63000,2024
1304.667402,9,4,101300,2024
1400,7,3,422400,2023
645.5166336,6,4,90600,2024
1851.351351,7,3,141400,2022
1000,8,5,311100,2021
374.5318352,7,4,126200,2021
1086.036671,8,5,368800,2022
1000,6,4,56600,2021
1550.06284,5,5,125000,2024
1230.982019,7,4,82200,2014
1248.597082,5,1,281900,2014
2850.435949,8,2,120000,2013
1125.065411,5,6,101900,2019
2137.254902,9,4,240000,2019
600,5,5,231100,2010
2799.865606,7,4,101900,2015
570.1161848,5,5,220800,2014
2167.24537,8,3,109300,2014
650.0436596,6,5,60000,2015
1600.853789,7,5,500001,2015
1208.108108,5,4,338900,2018
2040.081603,3,4,162000,2010
852.0630661,2,3,376800,2019
994.585352,2,5,88100,2010
1150.086256,3,5,72500,2011
349.9840916,2,4,332800,2015
1419.86456,3,5,175500,2015
740.0098668,4,4,282200,2021
750,4,5,192000,2014
2068.965517,4,rooms,366900,2018
1099.958752,3,3,116300,2019
530.0353357,4,4,284900,2010
1426.68428,3,5,62000,2010
1608.884074,5,4,113800,2010
738.467219,2,6,430200,2010
951.0869565,1,5,117500,2023
1020.040802,1,6,329800,2023
564.8648649,3,7,164000,2024
1260.005929,4,6,108300,2023
1046.666667,3,7,137500,2022
1000,4,5,115600,2024
1050.013816,3,6,65200,2010
1665.03428,2,4,91800,2009
1014.925373,2,5,159100,2010
635.00127,2,4,205800,2024
1823.134954,2,6,174400,2024
446.0966543,3,5,75000,2023
1266.163793,4,6,228900,2022
1862.486419,4,7,55000,2023
1209.628644,5,8,155700,2023
1150,5,7,177200,2022
650.026001,5,6,177000,2023
1399.956924,5,7,385400,2023
650,4,8,176000,2024
1500,3,9,337200,2024
2777.006387,3,8,200000,2023
1002.903141,3,7,220600,2024
765.7869934,3,5,213200,2022
1500,4,4,304700,2021
890.0876601,5,5,213400,2021
850.0303582,4,6,262500,2022
1744.732251,3,7,139900,2021
1216.666667,4,5,122400,2024
1300.142248,5,7,157700,2014
1224.183252,4,2,92800,2014
1179.166667,4,4,500000,2013
1947.690595,3,5,184400,2019
1312.241596,2,6,487100,2019
2008.002001,2,4,266700,2010
650.0797825,4,5,126600,2014
1658.202923,4,3,500001,2013
980.0718719,5,5,211400,2019
1038.062284,4,5,500001,2019
750.0750075,4,4,95600,2010
1478.237065,4,3,451400,2019
616.0616062,3,4,103100,2010
2020.416844,3,5,178900,2010
1494.794736,2,3,192500,2010
1285.152706,3,5,148500,2010
1041.563337,2,3,184500,2023
786.7647059,4,6,191300,2023
1240.046991,5,5,143600,2024
790.2735562,5,7,145800,2023
2100.023334,4,5,119200,2022
1046.153846,5,3,69700,2024
866.6666667,3,5,224700,2010
1107.419712,3,3,194800,2009
1345.191773,2,5,208300,2010
1607.205934,3,3,418800,2024
1525.287664,4,2,126600,2024
1400,4,4,187900,2023
570.0087694,3,3,251100,2022
772.4447878,4,4,93600,2023
1046.413502,2,2,212700,2023
1150.306748,2,4,248100,2022
1118.956255,1,4,352000,2023
1750.016827,1,5,161800,2023
1272.009715,2,6,376700,2024
1250,1,4,144000,2024
1895.184684,3,3,329500,2023
1139.860937,1,5,52400,2024
1009.782266,1,7,450000,2022
1099.937146,3,4,119700,2021
1948.051948,3,7,418300,2021
695.1340616,4,5,56100,2022
1020.061204,3,8,288900,2021
1389.908738,2,9,191100,2024
1934.576152,2,6,244800,2014
1067.362429,3,4,76400,2014
1525.658807,4,6,500001,2013
1354.025622,4,7,59000,2019
2200.055417,2,5,260300,2019
635.5263158,4,6,213000,2010
1100.21526,2,7,341300,2024
1200.192031,4,8,199100,2023
1050.126015,2,6,189300,2024
1351.097767,4,4,90000,2022
1750.059661,3,6,307200,2021
2400,3,1,146400,2021
617.053104,4,2,500001,2022
1350.024546,4,3,64000,2021
1600.196947,4,3,273500,2024
1335.667834,4,2,279500,2014
1200,2,3,137500,2014
1250,4,4,269100,2013
570.018717,2,3,143800,2019
1050.283861,1,7,133300,2019
1050.150021,3,8,247600,2010
6363.636364,4,9,197600,2023
1600,3,6,70000,2023
987.5567845,2,7,162200,2024
1898.493862,4,5,71300,2024
1078.079059,3,7,257000,2023
1064.584812,4,4,98300,2024
738.8642601,2,5,500001,2022
67600,4,3,122500,2021
1609.0693,3,4,391000,2021
1500.150015,3,2,105700,2022
1603.07791,2,6,165000,2021
1027.882798,2,7,500001,2024
861.0086101,4,6,155600,2014
663.1592909,1,7,237300,2014
600,2,5,99400,2013
1899.335233,2,4,170500,2019
820.6811654,2,6,365600,2019
675.9366551,3,4,59800,2010
1433.121019,4,3,128700,2015
975.2925878,2,2,159000,2014
600,1,4,144800,2014
1100.110011,3,3,357800,2015
593.6568176,4,5,123800,2015
1761.855821,3,3,210400,2018
640,2,6,301200,2010
1434.926101,3,3,225200,2019
1235.154394,4,6,351200,2010
1509.718499,3,1,110000,2011
1193.058568,2,2,59900,2015
1299.778761,3,3,114200,2015
644.983462,2,2,142700,2021
1294.28895,4,4,245800,2014
1800.055386,3,3,229000,2018
876.1288583,4,5,372800,2019
780.141844,2,4,254100,2010
374.9499399,1,6,264200,2010
452.173913,2,5,305000,2010
312.2020972,3,3,219100,2010
1152.073733,4,4,189400,2023
1100.352113,3,2,62700,2023
2620.485359,2,3,103800,2024
1866.404715,3,5,155200,2023
1896.551724,4,4,55500,2022
950.0391193,3,5,150200,2024
1201.034738,2,3,131000,2010
1666.203832,3,5,135100,2009
1400.098831,4,6,111700,2010
830.6294614,3,7,131600,2024
1225.490196,2,5,103400,2024
4800,4,7,263900,2023
2229.746677,3,5,117700,2022
1236.418134,2,7,438400,2023
1880.267992,3,5,192500,2023
1753.546947,2,7,141600,2022
1020.015396,2,5,93600,2023
2979.392535,3,3,285700,2023
2249.028828,3,5,238500,2024
1105.827712,4,7,87800,2024
1489.212008,3,6,326700,2023
1119.728551,2,7,290700,2024
1014.292301,2,8,217000,2022
400,1,6,145000,2021
1080.080235,2,7,137500,2021
1410.25641,1,8,138100,2022
772.68431,2,4,91300,2021
680.2721088,1,5,205300,2024
1000,2,3,269100,2014
1760,1,5,139700,2014
1250,2,4,164000,2013
1630.139467,3,5,122200,2019
1000,3,6,216500,2019
495.2830189,4,4,97200,2010
637.3882627,3,6,75000,2022
1825.293351,4,4,59100,2021
1304.915181,3,3,163800,2024
965.0053022,4,5,61300,2014
1385.041551,2,6,148800,2014
1170.117012,3,4,52600,2013
1256.190905,4,6,211500,2019
414.9715216,2,4,350000,2019
1043.364852,4,3,143800,2010
1478.852411,1,5,375000,2014
938.4057971,3,6,106900,2013
1165.09379,2,4,146300,2019
550.0261917,4,3,150500,2019
1050.06105,2,2,100000,2010
900.1895136,1,2,219900,2019
1765.225066,2,4,228200,2010
1130.010705,1,2,155900,2010
2550.369804,3,4,97900,2010
657.5052854,1,2,132500,2010
770.156438,4,2,441100,2023
800,3,3,233300,2023
450.0211775,4,4,97400,2024
801.1049724,2,5,304900,2023
1048.218029,3,4,211800,2022
2738.89227,2,5,184000,2024
2047.315742,4,3,235600,2010
665.0332517,2,6,454400,2009
3361.972357,6,3,194300,2010
1365.433822,3,6,306800,2024
1619.502216,2,3,181900,2024
1329.179647,1,5,166700,2023
710.032066,2,3,272400,2022
1220.037319,6,4,240500,2023
3632.589517,5,5,106300,2023
680.0664954,4,3,301100,2022
600,3,5,144600,2023
1643.262623,2,3,171700,2023
1214.181642,1,5,415600,2024
1908.396947,3,3,239000,2024
1480.019734,4,4,311500,2023
1000,5,3,76500,2024
553.0073843,3,4,171300,2022
1567.268828,4,4,184600,2021
810.0654947,6,3,201900,2021
448.201825,5,3,112500,2022
575.4226268,3,2,68400,2021
1650.071124,2,5,239400,2024
1183.19858,3,5,287500,2014
695.004029,4,3,347700,2014
2500,3,5,91700,2013
1308.818947,2,2,70400,2019
1102.145247,2,4,138900,2019
990.0990099,1,3,114300,2010
690.0033659,2,4,98400,2024
1380.368098,3,2,404700,2023
950.3239741,4,1,170000,2024
905.0233882,5,2,111800,2022
1184.099239,6,1,394900,2021
870.0466661,5,2,149400,2021
1281.14881,6,3,239100,2022
525.0262513,4,1,254100,2021
1270.173341,4,2,362500,2024
1430.143014,3,1,50800,2014
900.0715966,4,1,380600,2014
537.0328933,3,4,226400,2013
936.3745498,4,2,216700,2019
525.030525,3,4,500001,2019
1530.389156,4,1,194800,2010
1401.919551,3,3,120900,2023
1000,3,"Furnished 3bdrm Apartment in Hatheru Road, Lavington for Rent",266000,2023
575.0273823,3,3,122700,2024
1110.053917,3,4,275000,2024
2300.272075,2,5,410700,2023
1235.595391,2,6,394700,2024
2090.704407,3,7,70100,2022
760,2,3,187500,2021
1070.854899,3,6,170200,2021
1815.248084,2,8,156300,2022
1665.089877,3,7,302600,2021
1262.962963,1,8,222200,2024
665.0620725,2,6,264700,2014
645.3362256,2,7,62400,2014
1250,3,5,80200,2013
1200.446678,3,7,187500,2019
2427.184466,3,4,225000,2019
960.1024109,4,5,145800,2010
1573.809524,3,3,500001,2015
